ACCT_NBR,ACCT_NM,ACCT_STATUS_FLG,ACCT_TYP_CD,SHT_ACCT_NM,"CREATION_DT""",ACCT_TWN_NM,CALC_INT_CD,IGN_UNC_CD,ACCT_CNTRY_NM,BLCKG_CD,CUST_GRP,ACCT_HOLDR_RES_CD,LST_UPDATE,ACCT_CLIENT_STATUS,ACCT_CL_UNC_FND,PL_ACCT _NBR,END_DT,UKGILTS_TYP_CD,STAR_TYP_CD,STAR_ELIGBL_TYP_CD,AUTH_ACCT_ST ATUS_FLG,GLOB_PROXY_FLG,CASH_TAKER,CATEGORY,INTERNAL_FLAG,INTERNAL_TYP E,LEND_BORROW,DAYTIME_FILTER,CREDIT_RATING,SYNDICATE,CPNY_FLAG,EUREX _FLAG,ACCT_PUBL_FLG,ACCT_EXMPT_FLG
90514,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90516,LEONIA BK PLC,1,E,LEONIABK,10/31/1994,HELSINKI,1,,FINLAND,6,,,6/25/2001,,,,8/24/2001,,,,,,,E,,EXTER,,,,X,L,N,,Y
90517,THREADNEEDLE INV MG,1,E,THREADNE,10/31/1994,LONDO N,1,N,UNITED KINGDOM,6,,,4/24/1995,,,,12/04/1 995 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90519,TRADITION GLOBAL CLEAR,0,E,TRADGLCL,10/31/1994,NE W YORK,1,,U.S.A.,6,,,6/25/2001,,,,,,,," """,,,E,,EXTER,,,,S,L,N,,Y
90520,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",1,,BELGIUM,6,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
90522,ALFRED BERG FONDKOMMISSION AB,0,E,ALFREDSW,10/31/1994,STOCKHOLM,1,,SWEDEN,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90524,OVERSEAS UNION BK/OUBT,0,E,OVERSEAS,10/31/1994,SI NGAPORE,,,SINGAPORE,6,,,6/25/2001,,,,,,," """,,,,E,,EXTER,,,,S,L,N,,Y
90526,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,,BELGIUM,6,,,9/15/1997,,,,03/05/1998 12:0 0:00 AM,,,,,,,,,,,,,,L,N,,
90529,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,N,BELGIUM,6,,,,,,,2/5/1996,,,,," """,,,,,,,,,L,N,,
90530,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,N,BELGIUM,6,,,,,,,2/25/1997,,,,," """,,,,,,,,,L,N,,
90531,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,N,BELGIUM,6,,,,,,,7/1/1996,,,,," """,,,,,,,,,L,N,,
90533,SANYO INTERNATIONAL LTD,1,E,SANYOINT,10/31/1994,L ONDON,1,,UNITED KINGDOM,6,,,9/15/1997,,,,02/1 3/1998 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90534,UEBERSEEBANK AG/M-FUND,1,E,SEEBANK,10/31/1994,ZUR ICH,1,N,SWITZERLAND,6,,,,,,,6/11/1996,,," """,,,,,,,,,,,L,N,,
90535,CREDIT SUISSE FIDES,0,E,CSFIDES,10/31/1994,ZURICH,1,,SWITZERLAND,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90536,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",1,,BELGIUM,6,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
90538,LGT BK IN LIECHTENSTEIN,0,E,LIECHTBK,10/31/1994,"V

ADUZ",1,,LIECHTENSTEIN,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90541,BANK LEU AG,1,E,LEUZUER,10/31/1994,ZURICH,,,SWITZERLAND,6,,,10/12/1995,,,,05/20/1996 12:00:00 A M,,,,,,,,,,,,,,L,N,,
90543,BROCKHOUSE AND COOPER,0,E,BROCOOP,10/31/1994,MONT REAL,1,,CANADA,6,,,6/25/2001,,,,,,,,""" ",,,E,,EXTER,,,,S,L,N,,Y
90544,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/18/1996,BRUXELLE S,,,BELGIUM,6,,,6/11/1999,,,,07/19/1999 12:00 :00 AM,,,,,,,E,,EXTER,,,,,L,N,,
90546,FIDUCIE DESJARDINS,0,E,FIDDESJA,10/31/1994,MONTRE AL,1,,CANADA,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90547,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90551,BZW SECS/3,1,E,ZOETEWED,10/31/1994,LONDON,1,N,,6,,,,,,,1/13/1995,,,,,,,,,,,,,,L,N,,
90552,BK OF TOKYO LTD NL/A/C,1,E,TOKYOLON,10/31/1994,LO NDON,1,,UNITED KINGDOM,6,,,2/7/2000,,,,08/15 /2000 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90554,BANQUE LAURENTIENNE CDA,1,E,EPCITE,10/31/1994,MON TREAL,1,N,CANADA,6,,,,,,,1/22/1997,,,," """,,,,,,,,,,L,N,,
90555,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,N,BELGIUM,6,,,,,,,6/9/1995,,,,," """,,,,,,,,,L,N,,
90556,HOARE GOVETT SEC LTD/EU,1,E,HOAREGOV,10/31/1994,L ONDON,1,N,UNITED KINGDOM,6,,,4/24/1995,,,,02/ 29/1996 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90559,MGT CO OF NY/INVEST,1,E,MGTCONY,10/31/1994,BRUXEL LES,1,N,BELGIUM,6,,,4/24/1995,,,,05/09/1997 1 2:00:00 AM,,,,,,,,,,,,,,L,N,,
90560,MORGAN EUROCLEAR,1,E,UNPUBLIS,5/8/1996,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,11/06/1998 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90561,EUROCLEAR BANK,0,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90562,BCO DI SANTO SPIRITO,1,E,SPUSA,10/31/1994,NEW YOR K,1,N,U.S.A.,6,,,,,,,8/5/1996,,,,,,,,,,,,,,L,N,,
90565,EUROCLEAR BANK,0,E,UNPUBLIS,6/9/1997,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90566,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,11/28/1997 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90567,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90568,MORGAN JP SEC ASIA LTD,0,E,MORGHK,10/31/1994,HONG KONG,1,,HONG KONG,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90569,BOT-MITSUBISHI HOLLAND,1,E,BOTMITSU,10/31/1994,AM STERDAM,1,,NETHERLANDS,6,,,2/7/2000,,,,08/24 /2000 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90571,UNITED BANK OF KUWAIT CL/C,0,E,UBKLDN,10/31/1994,"

LONDON",1,,UNITED KINGDOM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90572,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,N,BELGIUM,6,,,,,,,5/16/1997,,,,," """,,,,,,,,,L,N,,
90575,ABN AMRO ASIA SECS/MKTMK,0,E,ABNAMRO,10/31/1994,L ONDON,1,,UNITED KINGDOM,6,,,6/25/2001,,,,,""" ",,,,,,E,,EXTER,,,,S,L,N,,Y
90576,DEUTSCHE-EQUITIES S.A.,1,E,DEUTEQUI,10/31/1994,PA RIS,,,FRANCE,6,,,7/4/2001,,,,07/04/2001 12:0 0:00 AM,,,,,,78697,E,,EXTER,,,,S,L,N,,Y
90578,MITSUBISHI TST BKG/NISSHIN,0,E,MITSUBIS,"10/31/1994 12:00:00 AM"" ",TOKYO,1,,JAPAN,6,,,6/25/2001,,,,,,,," """,,,E,,EXTER,,,,S,L,N,,Y
90579,BK OF SCOTLAND/OAK FITZ HK,1,E,BKOFSCOT,"10/31/1994 12:00:00 AM"" ",LONDON,1,N,UNITED KINGDOM,6,,,4/24/1995,,,,8/30/1995,,,,,,,,,,,,,,L,N,,
90580,MORGAN EUROCLEAR,1,E,UNPUBLIS,6/2/1997,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,06/29/1999 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90584,COMM BK OF GREECE,0,E,COMMBKOF,10/31/1994,FRANKFU RT,1,,GERMANY,6,,,6/25/2001,,,,,,,,," """,,E,,EXTER,,,,S,L,N,,Y
90586,MORGAN EUROCLEAR,1,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,9/15/1997,,,,06/16/1998 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90587,TSB BK PLC/GA,1,E,TSBGA,10/31/1994,LONDON,1,""" ",UNITED KINGDOM,6,,,9/15/1997,,,,10/28/1997 12:00: 00 AM,,,,,,,,,,,,,,L,N,,
90588,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90595,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",1,,BELGIUM,6,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
90597,MORGAN EUROCLEAR,1,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,9/15/1997,,,,09/15/1997 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90598,TSB BK PLC/SA,1,E,TSBSA,10/31/1994,LONDON,1,""" ",UNITED KINGDOM,6,,,9/15/1997,,,,10/28/1997 12:00: 00 AM,,,,,,,,,,,,,,L,N,,
90599,BK OF YOKOHAMA (SCHWEIZ),1,E,BKYOKOHA,10/31/1994,ZURICH,1,,SWITZERLAND,6,,,9/15/1997,,,,04/27/ 1998 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90600,EUROCLEAR BANK,0,E,UNPUBLIS,6/2/1997,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90601,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,,BELGIUM,6,,,6/11/1999,,,,07/19/1999 12:0 0:00 AM,,,,,,,E,,EXTER,,,,,L,N,,
90603,BCO TOTTA AND ACORES,1,E,TOTACLDN,10/31/1994,LOND ON,1,N,UNITED KINGDOM,6,,,4/24/1995,,,,08/27/ 1996 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90606,EUROCLEAR BANK,0,E,UNPUBLIS,6/2/1997,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90607,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,,,BELGIUM,6,,,,,,,10/12/1995,,,,,""" ",,,,,,,,,L,N,,
90608,MORGAN EUROCLEAR,1,E,UNPUBLI,10/31/1994,"BRUXELLES

",1,N,BELGIUM,6,,,4/24/1995,,,,08/03/1995 12:0 0:00 AM,,,,,,,,,,,,,,L,N,,
90612,MORGAN EUROCLEAR,1,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,2/7/2000,,,,05/03/2000 12:00 :00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90613,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,05/20/1999 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90614,MITSUBISHI TST BKG/PENS 15,0,E,MITSUBIS,"10/31/1994 12:00:00 AM"" ",TOKYO,1,,JAPAN,6,,,6/25/2001,,,,,,,," """,,,E,,EXTER,,,,S,L,N,,Y
90618,CENTRAL WECHSEL- & CREDITBK A.G.,1,E,WECHSW,10/31/1994,VIENNA,1,,AUSTRIA,6,,,2/7/2000,,,,03/0 1/2000 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90475,EUROCLEAR BANK,0,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90478,TOKYO-MITSUBISHI INTERNAT. (HK) LTD,1,E,BOTINTHK,10/31/1994 12: 00:00 AM,HONG KONG,,,HONG KONG,6,,,4/1/1996,,""" ",,10/14/1996,,,,,,,,,,,,,,L,N,,90481
90482,FERRIER LULLIN BK TST,0,E,LULLINNA,10/31/1994,NAS SAU,1,,BAHAMAS,6,,,6/25/2001,,,,,,,,""" ",,,E,,EXTER,,,,S,L,N,,Y
90485,HOKKAIDO BK LTD,1,E,HOKKAIDO,10/31/1994,"NEW YORK"" ",1,N,U.S.A.,6,,,,,,,3/28/1996,,,,,," """,,,,,,,,L,N,,
90487,FONDO ANDINO DE RES,1,E,FONDINO,10/31/1994,BOGOTA,1,,COLOMBIA,6,,,2/7/2000,,,,05/03/2000 12:0 0:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90346,CUSTODIAL TRUST CO,0,E,CUST,10/31/1994,PRINCETON NJ,1,,U.S.A.,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90348,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",1,,BELGIUM,6,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
90351,BKHAUS KRENTSCHKER,0,E,BANKKREN,10/31/1994,GRAZ,1,,AUSTRIA,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90352,EUROCLEAR BANK,0,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90354,SKANDINAVISKA ENSKILDA BANK.-CLIENT,0,E,SKCLIENT,10/31/1994 12: 00:00 AM,FRANKFURT,,,GERMANY,6,,,9/3/2001,,,,,,,,,,81120,E,,EXTER,,,,X,L,N,,Y
90355,BCO DEL COMERCIO SA,1,E,BCOCOMER,10/31/1994,MADRI D,1,,SPAIN,6,,,2/7/2000,,,,01/30/2001 12:00: 00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90356,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,,,BELGIUM,6,,,,,,,9/7/1995,,,,,""" ",,,,,,,,,L,N,,
90357,HANIL SECS CO LTD,0,E,HANHEUNG,10/31/1994,SEOUL,1,,"KOREA, REPUBLIC OF",6,,,6/25/2001,,,,,,""" ",,,,,E,,EXTER,,,,S,L,N,,Y
90363,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,,,BELGIUM,6,,,8/12/1998,,,,08/13/1998 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90364,CARIBBEAN DEVELOPMENT BK,0,E,CARDEV,10/31/1994,ST MICHAEL,1,,BARBADOS,6,,,6/25/2001,,,,,,""" ",,,,,E,,EXTER,,,,S,L,N,,Y
90368,ABN AMRO ASIA LIMITED,0,E,ABNAMRO,10/31/1994,HONG KONG,,,HONG KONG,6,,,6/25/2001,,,,,,,""" ",,,82600,E,,EXTER,,,,S,L,N,,Y
90369,PASTOR DEPART. INT.,0,E,PASTOR,10/31/1994,"MADRID"" ",1,,SPAIN,6,,,6/25/2001,,,,,,,,,,""" ",E,,EXTER,,,,S,L,N,,Y
90370,CIGNA INTL REINS CY LTD,1,E,CIGNAINT,10/31/1994,H AMILTON,1,N,BERMUDA,6,,,,,,,10/21/1996,,," """,,,,,,,,,,,L,N,,
90371,EUROCLEAR BANK,1,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,1/26/2001,,,,06/04/2001 12:00:0 0 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90372,CHINA CONSTRUCTION BK,0,E,CHINACON,10/31/1994,BEI JING,1,,CHINA,6,,,6/25/2001,,,,,,,,," """,,E,,EXTER,,,,S,L,N,,Y
90374,NIPPON CREDIT INTL LTD,1,E,NIPPLON,10/31/1994,LON DON,1,,UNITED KINGDOM,6,,,2/7/2000,,,,07/11/ 2000 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90376,DEXIA BANK SA,0,E,DEXIABK,10/31/1994,BRUXELLES,,,BELGIUM,6,,,6/25/2001,,,,,,,,,,31 887,E,,EXTER,,,,X,L,N,,Y
90377,MCINTOSH + COMPANY LIMITED,1,E,MCINTOSH,"10/31/1994 12:00:00 AM"" ",MELBOURNE,,,AUSTRALIA,6,,,1/17/1995,,,,07/0 7/1995 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90378,ENI INTL BK LTD,0,E,ENINTL,10/31/1994,NASSAU,"1"" ",,BAHAMAS,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90380,KANSALLIS INTL BK ASIA-PAC,1,E,KANSALLI,"10/31/1994 12:00:00 AM"" ",SINGAPORE,1,N,SINGAPORE,6,,,,,,,8/16/1995," """,,,,,,,,,,,,,L,N,,
90381,BK OF SCOTLAND/OAKES CL,1,E,BKSCOTL,10/31/1994,LO NDON,1,N,UNITED KINGDOM,6,,,4/24/1995,,,,08/0 7/1996 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90382,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",1,,BELGIUM,6,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
90383,WOLNOMS LTD,1,E,WOLNOMS,10/31/1994,NASSAU,,,BAHAMAS,6,,,,,,,6/12/1995,,,,,,,,""" ",,,,,,L,N,,
90384,PACIFIC OVERSEAS INTL,1,E,PACIFIC,10/31/1994,GRAN D TURK,1,,TURKS & CAICOS,6,,,9/15/1997,,,,10/ 19/1998 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90386,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90389,NOMURA BK (LUX) SA/NTB,0,E,NOMURABK,10/31/1994,LU XEMBOURG,1,,LUXEMBOURG,6,,,6/25/2001,,,,,," """,,,,,E,,EXTER,,,,S,L,N,,Y
90393,NIPPON CREDIT BK (D),1,E,NIPPON,10/31/1994,FRANKF URT,1,N,GERMANY,6,,,12/1/1994,,,,04/04/1996 1 2:00:00 AM,,,,,,,,,,,,,,L,N,,
90394,NIPPON CREDIT INTL LTD S1,1,E,NIPPONS1,10/31/1994,LONDON,1,,UNITED KINGDOM,6,,,9/15/1997,,,,05 /18/1998 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90395,NIPPON CREDIT INTL CL2,1,E,NIPPON2,10/31/1994,LON DON,1,,UNITED KINGDOM,6,,,2/7/2000,,,,07/11/ 2000 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90396,BANKERS TRUST INTL. (ASIA) LTD,1,E,BANKERSS,10/31/1994,SINGAPORE,1,,SINGAPORE,6,,,6/11/1999,,,,11/17/1999,,,,,,,E,,EXTER,,,,,L,N,""" ",
90398,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90399,BARCLAYS PRI BK AND TST,1,E,BARCLPRI,10/31/1994,S T HELIER,1,N,"JERSEY, C.I.",6,,,4/24/1995,,,,12 /04/1995 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90400,PAINEWEB INT UK LTD / CONV,1,E,PAININT,10/31/1994,LONDON,1,,UNITED KINGDOM,6,,,2/7/2000,,,,03 /09/2001 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,90403
90404,MORGAN EUROCLEAR,1,E,UNPUBLIS,5/29/1997,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,07/19/1999 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90407,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,N,,6,,,,,,,4/14/1995,,,,,,,,,,,,,,L,N,,
90412,MULTIPLIC BK INTL,1,E,MULTIPLC,10/31/1994,GEORGET OWN,,,CAYMAN ISLANDS,6,,,9/15/1997,,,,10/03/1 997 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90416,COUTTS AND CO. (JER)/NW AC,1,E,COUJER,10/31/1994,ST HELIER,1,N,"JERSEY, C.I.",6,,,4/24/1995,,,,0 8/14/1995 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90419,THAI FARMERS BK PLC,1,E,THAIFARM,10/31/1994,LONDO N,1,,UNITED KINGDOM,6,,,2/7/2000,,,,10/09/20 00 12:00:00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90421,YASUDA TST EUROPE PLC/CL,1,E,YASUDA,10/31/1994,LO NDON,1,,UNITED KINGDOM,6,,,9/15/1997,,,,04/02 /1998 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90424,"FG VALORES Y BOLSA S.A.,SVB",1,E,FGVALORE,10/31/1994,MADRID,,,SPAIN,6,,,11/28/1994,,,,10/22/1996,,,,,,,,,,,,,,L,N,,
90426,EXCO SECURITIES UK LTD,1,E,EXCOSECS,10/31/1994,LO NDON,1,,UNITED KINGDOM,6,,,6/11/1999,,,,01/27 /2000 12:00:00 AM,,,,,,,E,,EXTER,,,,,L,N,,
90428,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,N,BELGIUM,6,,,,,,,1/11/1996,,,,," """,,,,,,,,,L,N,,
90430,EUROCLEAR BANK,0,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90432,EUROCLEAR BANK,0,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90433,KOREAN FRENCH BKG CORP,0,E,KOREFR,10/31/1994,SEOU L,1,,"KOREA, REPUBLIC OF",6,,,6/25/2001,,,,,""" ",,,,,,E,,EXTER,,,,S,L,N,,Y
90434,EUROCLEAR BANK,1,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,6/25/2001,,,,07/10/2001 12:00:0 0 AM,,,,,,,E,,EXTER,,,,S,L,N,,Y
90436,MORGAN EUROCLEAR,1,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,9/15/1997,,,,01/13/1998 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90437,EUROCLEAR BANK,0,E,UNPUBLI,10/31/1994,BRUXELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90438,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",1,,BELGIUM,6,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
90440,MORGAN EUROCLEAR,1,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,2/7/2000,,,,03/21/2000 12:00 :00 AM,,,,,,,E,,EXTER,,,,S,L,N,,
90442,BQUE VONTOBEL GVA,0,E,BQTARDY,10/31/1994,GENEVE,1,,SWITZERLAND,6,,,6/25/2001,,,,,,,,," """,,E,,EXTER,,,,S,L,N,,Y
90443,YASUDA TRUST EUROPE PLC,1,E,YASUDA,10/31/1994,LON DON,1,,UNITED KINGDOM,6,,,9/15/1997,,,,04/02/ 1998 12:00:00 AM,,,,,,,,,,,,,,L,N,,
90444,MORGAN EUROCLEAR,1,E,UNPUBLIS,5/29/1997,BRUXELLE S,,,BELGIUM,6,,,9/15/1997,,,,07/19/1999 12:00 :00 AM,,,,,,,,,,,,,,L,N,,
90446,INTEL CORP,0,E,INTELCOR,10/31/1994,SANTA CLARA CA,1,,UNITED STATES,6,,,6/25/2001,,,,,,,""" ",,,,E,,EXTER,,,,X,L,N,,Y
90448,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90452,DKI NOMINEE CO LTD/CLIENT,0,E,DKI,10/31/1994,LOND ON,1,,UNITED KINGDOM,6,,,6/25/2001,,,,,,""" ",,,,,E,,EXTER,,,,S,L,N,,Y
90453,BCO NACIONAL MEXICO,0,E,NAMEXLDN,10/31/1994,LONDO N,1,,UNITED KINGDOM,6,,,6/25/2001,,,,,,," """,,,,E,,EXTER,,,,S,L,N,,Y
90454,YASUDA TST LUX/SECS DEPARTMENT,0,E,YASUDATS,7/19/1999,LUXEMBOURG,1,,LUXEMBOURG,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90455,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",1,,BELGIUM,6,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
90457,SAL SMITH BARN ASIA/BKG DIV,1,E,SALSMITH,10/31/1994,HONG KONG,1,,HONG KONG,6,,,6/8/2000,,,,10 /24/2000 12:00:00 AM,,,,,,,E,,EXTER,,,,X,L,N,,90461
90462,TOKAI TOKYO SECS CO/CL,0,E,TOKAITOK,10/31/1994,TO KYO,1,,JAPAN,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,X,L,N,,Y
90463,MORGAN EUROCLEAR,1,E,UNPUBLIS,10/31/1994,BRUXELLE S,1,,BELGIUM,6,,,9/15/1997,,,,02/05/1999 12:0 0:00 AM,,,,,,,,,,,,,,L,N,,
90465,MORGAN EUROCLEAR B,1,E,UNPUBLI,10/31/1994 12:0 0:00 AM,BRUXELLES,1,,BELGIUM,6,,,6/11/1999,,,,9/1/1999,,,,,,,E,,EXTER,,,,,L,N," """,
90466,EUROCLEAR BANK,0,E,UNPUBLIS,10/31/1994,"BRUXELLES"" ",1,,BELGIUM,6,,,6/25/2001,,,,,,,,,," """,E,,EXTER,,,,S,L,N,,Y
90467,UNITED MIZRAHI BANK LTD CL,0,E,MIZRAHI,10/31/1994,LONDON,1,,UNITED KINGDOM,6,,,6/25/2001,,,,," """,,,,,,E,,EXTER,,,,S,L,N,,Y
90468,EUROCLEAR BANK,0,E,UNPUBLI,10/31/1994,BRUXELLES,1,,BELGIUM,6,,,6/25/2001,,,,,,,,,,,E,,EXTER,,,,S,L,N,,Y
90470,KIDDER PEABODY INTERNATIONAL LTD,1,E,KIDDER,10/31/1994,LONDON,1,N,UNITED KINGDOM,6,,,4/24/1995,,," """,9/9/1996,,,,,,,,,,,,,,L,N,,
